Date,Open,High,Low,Close,Adj Close,Volume
2024-01-05,136.75,137.16000366210938,135.14999389648438,135.72999572753906,135.72999572753906,22506000
2024-01-08,136.2899932861328,139.00999450683594,136.25999450683594,138.83999633789062,138.83999633789062,21404000
2024-01-09,138.5,141.49000549316406,138.14999389648438,140.9499969482422,140.9499969482422,24759600
2024-01-10,141.0,143.0,140.91000366210938,142.27999877929688,142.27999877929688,21320200
2024-01-11,143.49000549316406,145.22000122070312,140.63999938964844,142.0800018310547,142.0800018310547,24008700
2024-01-12,142.6699981689453,143.1999969482422,141.82000732421875,142.64999389648438,142.64999389648438,18768600
2024-01-16,142.0,144.35000610351562,141.4499969482422,142.49000549316406,142.49000549316406,22670500
2024-01-17,141.34500122070312,141.83999633789062,138.89999389648438,141.47000122070312,141.47000122070312,20932649
